id,qid1,qid2,question1,question2,is_duplicate
214540,423068,423069,What is political science?,What is quantitative political science?,0
272452,535802,535803,What is the best job of SSC CGL?,Which is the best job in SSC CGL?,1
253710,499424,499425,What are the best ways to lose weight?,"What are the best ways to lose weight, especially around your core?",1
10723,21411,21412,Is it possible for the Milky Way collide with the Andromeda? Is that process about to start?,Will the Milky way ever collide with Andromeda?,1
190736,376561,376562,What kinds of compounds does the element form?,What advice would you give to an engineering student in his first internship?,0
200125,394938,394939,Why won't Indians protect this muslim woman from being publicly abused by her man?,Why aren't women offended by the Bible's claim that woman came from man's rib when clearly all men and women come from the womb of a woman?,0
390383,763085,763086,In which website can I download songs with album covers and artist details?,Which is the best site/app to download songs with album art?,0
75824,150664,150665,How do you create an array in PHP?,How do you define static array of objects in PHP?,0
17141,34209,34210,What percentage of Quora users are from outside the US?,Which country has the maximum active Quora users?,0
254442,500855,500856,What does it mean when you see no icons on sent Facebook messege?,What does it mean when a person wishes you happy birthday in a Facebook message not on your timeline?,0
94674,187937,187938,How do GST bill will benefit local people?,What exactly is GST bill and how exactly will it affect the common people?,1
192713,380443,380444,Why can't India get more medals in Olympics?,Why can't India won Olympic gold medals despite the fact that African countries are winning more medal than we are?,1
253181,498407,498408,How do I save or invest with the money I make?,What is the best way to save/ invest money?,0
310752,610011,610012,Which is the best course for mechanical engineering after completing a BTech?,What are the best courses available after a BE in mechanical engineering?,0
242948,478496,478497,"What are the best activities to do with children when visiting Sangli, Maharashtra, India?",How can I avoid bad thoughts during work?,0
206117,406644,406645,Engineering: What are the basic differences between one-way and two-way slabs? Where do we use them specifically?,Which code is more generally more economical when it comes to area of steel for main reinforcement? (One-way slabs),0
375740,735068,735069,What is the meaning of 'ilaahi'?,What does 'is' mean?,0
402766,786780,786781,Which is the best gaming company or startup in India?,What are some interesting startups in India?,0
61221,121759,121760,Do you think scientists who are open enough to do a science AMA on Reddit would prefer answering questions on Quora instead if only they knew about Quora?,Do you like asking or answering on Quora?,0
219265,432278,432279,What countries will you never visit again?,What Caribbean country will you never visit again?,0
219910,433532,433533,What are career opportunities in companies after an M.Tech in production engineering with a B.Tech in mechanical engineering?,What are all the available options for government jobs after completing B.Tech in mechanical engineering?,1
202862,400271,400272,How much does it cost to build a ship?,How much does it cost to build a warehouse?,0
259802,511294,511295,Web based reporting tool for MongoDB?,What would Hillary Clinton Have To Do To Serve Time?,0
115426,228811,228812,I can't have sex with my boyfriend. I'm 16 and we tried to do it but it didn't go in and it hurt and I was bleeding a little. What should I do? Why is this happening? Am I too tight or is his penis too big?,My boyfriend and I tried to have sex but his penis couldn't penetrate. It was hurting me. What should we do?,0
86007,170805,170806,What is the scope after mba in port and shipping management?,What is the career prospective for mba in port and shipping management and international transportation & logistics management?,1
329521,646229,646230,What are the best mobiles under 6000rs?,Which is the best mobile under 6000Rs in India?,0
204772,404007,404008,When does up govt. scholarship (b. Tech) come to students acc.?,Lisa how do you know which country I live in?,0
108250,214682,214683,How can I improve my aim (rifle shooting)?,How can I fix my aim?,0
200573,395813,395814,Can IAS women wear shirt and trousers to work?,Are IAS officiers required to wear uniform?,0
134357,266067,266068,Is it a good option to move to Germany with a Job Seeker visa with basic knowledge of the German language? What's the status of the IT industry there?,What are the prerequisites to get a job seeker visa to Germany?,0
242310,477260,477261,Can you have two different signatures so you can tell the difference between once you signed vs. printed or scanned on by a legally authorized party?,What is the basic difference between legal and illegal? Who creates such differences? Is it related with personal interest?,0
313737,615761,615762,What are the best ways to improve writing skills?,How do I improve my English writing and speaking skills?,1
230855,454900,454901,How do I get backlinks indexed faster?,How can I get backlinks index faster?,1
211998,418114,418115,How do banks recover non-performing assets?,Why is the percentage of non-performing assets (NPA) more in PSBs than the private banks? What steps should the government take to curb NPAs?,0
18744,37401,37402,What is your review of Awareness of Indian Constitution?,What is the correct way to read the Indian Constitution?,0
263828,519093,519094,"What is the difference between computer engineer, computer science and information technology?",What is the difference between computer science engineering and information technology? What is better?,0
95390,189355,189356,What are the responsibilities of a Judicial Branch in the United States?,What is the function of the judicial branch of the United States Government?,1
13190,26333,26334,Why do new investors open account with ICICI direct when they can save 90% with Fyers / Other discount brokers?,"Would you buy a handbag online? If not, Why not?",0
34566,68884,68885,How do I start a real estate fund?,Where do I start in real estate?,0
264561,520519,520520,"Why do Americans say "" get off of me"" instead of"" get off me?","Why do Americans say ""off of""?",0
65751,130731,130732,Is it morally right to have children?,Is it morally right for an unhappy person to have children?,0
288191,566306,566307,What is unusual or different about the food and cuisine in Mexico?,What is unusual or different about the food and cuisine in Israel?,0
157373,311206,311207,What places should I visit during my visit to Kerala during July?,What are some of the best places to visit in Kerala in a span of 5 days?,1
